site,organism,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob,mean_prob_r,mean_prob_s,background_known_count,background_resistant_count,adequacy_label,interpretation
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,6,6,0,,0.776193,0.776193,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,14,14,0,,0.610789,0.610789,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,8,8,0,,0.527279,0.527279,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.983521,0.983521,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,5,0,,0.790132,0.790132,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,1,1,0,,0.540389,0.540389,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.985275,0.985275,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,2,2,0,,0.474832,0.474832,,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,44,44,0,,0.69134,0.69134,,4,1,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,4,0,4,,0.159013,,0.159013,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,14,0,14,,0.177853,,0.177853,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,5,0,5,,0.517983,,0.517983,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,0.388453,,0.388453,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,1,0,1,,0.894301,,0.894301,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,7,0,7,,0.480989,,0.480989,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,21,0,21,,0.371545,,0.371545,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,4,0,4,,0.192926,,0.192926,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,20,0,20,,0.561278,,0.561278,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,2,0,2,,0.46605,,0.46605,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,3,0,3,,0.500831,,0.500831,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,0.585987,,0.585987,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,21,0,21,,0.306627,,0.306627,5,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,204,0,204,,0.373606,,0.373606,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,1,0,1,,0.216437,,0.216437,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,6,0,6,,0.53518,,0.53518,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,1,0,1,,0.0650302,,0.0650302,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,3,0,3,,0.468849,,0.468849,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,0,1546,158,1388,0.459723,0.480521,0.464491,0.482346,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,1,260,74,186,0.500073,0.525967,0.527055,0.525534,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,2,57,27,30,0.5,0.585655,0.576245,0.594124,2,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,3,71,28,43,0.512458,0.60572,0.611118,0.602206,3,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,4,60,45,15,0.598519,0.663718,0.677173,0.623354,4,4,interpretable,borderline_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden_bin,multi,188,100,88,0.564205,0.618147,0.631427,0.603055,3,3,interpretable,borderline_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden_bin,none,1546,158,1388,0.459723,0.480521,0.464491,0.482346,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden_bin,single,260,74,186,0.500073,0.525967,0.527055,0.525534,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,60,45,15,0.598519,0.663718,0.677173,0.623354,4,4,interpretable,borderline_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,15,5,10,0.52,0.577297,0.558359,0.586766,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,39,16,23,0.665761,0.623408,0.674835,0.587632,3,3,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,13,5,8,0.9,0.639014,0.71926,0.58886,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,6,6,0,,0.553643,0.553643,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1,0.633111,0.858335,0.407887,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,2,1,1,1,0.528171,0.640862,0.41548,2,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,5,5,0,,0.559895,0.559895,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,227,59,168,0.478208,0.522824,0.515868,0.525266,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,1,1,0,,0.439345,0.439345,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=U|Ceftazidime=R|Cefepime=R,1,1,0,,0.633457,0.633457,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,13,6,7,0.166667,0.582326,0.481446,0.668794,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,7,3,4,0.5,0.570655,0.563415,0.576085,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,11,3,8,0.333333,0.587089,0.434336,0.644372,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,7,0,7,,0.508554,,0.508554,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,5,0,5,,0.492707,,0.492707,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1,0.37597,0.405509,0.346432,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,14,11,3,0.393939,0.579416,0.56827,0.620284,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,1505,144,1361,0.470151,0.480458,0.468601,0.481713,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,1,1,0,,0.350388,0.350388,,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=U|Cefepime=R,1,1,0,,0.597571,0.597571,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.307909,0.307909,,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,3,0,3,,0.610027,,0.610027,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,4,2,2,0,0.45936,0.360183,0.558537,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,6,1,5,0.6,0.600813,0.628156,0.595345,2,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,1,0,1,,0.736368,,0.736368,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,1,0,1,,0.817714,,0.817714,2,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.872438,0.872438,,1,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,1,0,1,,0.456242,,0.456242,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,39,12,27,0.32716,0.490701,0.437721,0.514248,3,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden,0,1391,1,1390,0.482014,0.203494,0.100328,0.203568,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden,1,338,2,336,0.886905,0.219874,0.616815,0.217511,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden,2,96,10,86,0.781395,0.281555,0.571264,0.247868,4,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden,3,48,22,26,0.482517,0.415027,0.405065,0.423456,4,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden,4,50,45,5,0.737778,0.54649,0.573078,0.307203,4,4,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden_bin,multi,194,77,117,0.701854,0.382861,0.524839,0.289423,4,4,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden_bin,none,1391,1,1390,0.482014,0.203494,0.100328,0.203568,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,background_resistance_burden_bin,single,338,2,336,0.886905,0.219874,0.616815,0.217511,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,50,45,5,0.737778,0.54649,0.573078,0.307203,4,4,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S,5,0,5,,0.679581,,0.679581,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U,1,0,1,,0.955759,,0.955759,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,5,0,5,,0.335693,,0.335693,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,59,0,59,,0.225483,,0.225483,4,2,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R,1,1,0,,0.396091,0.396091,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,25,15,10,0.6,0.441492,0.48633,0.374235,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,8,0,8,,0.249889,,0.249889,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U,1,0,1,,0.071618,,0.071618,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,168,0,168,,0.252782,,0.252782,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,9,6,3,0.333333,0.260608,0.203398,0.375028,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U,1,0,1,,0.0596959,,0.0596959,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,11,0,11,,0.33213,,0.33213,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,144,0,144,,0.178385,,0.178385,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U,2,1,1,1,0.220697,0.424864,0.0165289,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,11,7,4,0.678571,0.506008,0.572024,0.39048,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,7,0,7,,0.288806,,0.288806,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U,1,0,1,,0.0899176,,0.0899176,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=R,3,0,3,,0.534318,,0.534318,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,1361,0,1361,,0.203062,,0.203062,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=U|Ceftazidime=S,1,0,1,,0.556798,,0.556798,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,2,0,2,,0.0551419,,0.0551419,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,12,0,12,,0.0998283,,0.0998283,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,5,3,2,0.666667,0.475175,0.56949,0.333702,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,1,1,0,,0.808767,0.808767,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,28,1,27,0.333333,0.216992,0.100328,0.221313,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,1,0,1,,0.0605207,,0.0605207,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden,0,1393,3,1390,0.653957,0.233034,0.552626,0.232344,4,0,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden,1,369,30,339,0.715831,0.261853,0.422103,0.247671,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden,2,126,57,69,0.632596,0.340583,0.426875,0.269299,3,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden,3,54,43,11,0.494715,0.478358,0.474707,0.492627,3,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden,4,45,45,0,,0.605179,0.605179,,4,4,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden_bin,multi,225,145,80,0.672931,0.426568,0.496395,0.300007,3,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden_bin,none,1393,3,1390,0.653957,0.233034,0.552626,0.232344,4,0,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,background_resistance_burden_bin,single,369,30,339,0.715831,0.261853,0.422103,0.247671,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,45,45,0,,0.605179,0.605179,,4,4,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,10,5,5,0.12,0.52945,0.340982,0.717919,4,3,underpowered_low_n,do_not_overinterpret
