site,organism,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob,mean_prob_r,mean_prob_s,background_known_count,background_resistant_count,adequacy_label,interpretation
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Cefepime=S,2,2,0,,0.133964,0.133964,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,6,4,2,0.625,0.242926,0.311322,0.106134,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,284,0,284,,0.233224,,0.233224,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,3,0,3,,0.482171,,0.482171,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,2,0,2,,0.617244,,0.617244,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,4,0,4,,0.277198,,0.277198,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=U,12,0,12,,0.440573,,0.440573,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,6,0,6,,0.35842,,0.35842,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=U,6,0,6,,0.439594,,0.439594,1,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden,0,555,5,550,0.716364,0.30587,0.531605,0.303818,4,0,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden,1,128,8,120,0.4375,0.313791,0.225693,0.319665,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden,2,127,57,70,0.422055,0.438157,0.393744,0.474322,4,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden,3,48,25,23,0.474783,0.526682,0.511547,0.543132,4,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden,4,23,21,2,0.309524,0.416006,0.406004,0.521026,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden,5,32,32,0,,0.653921,0.653921,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,multi,230,135,95,0.486862,0.484436,0.479138,0.491964,4,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,none,555,5,550,0.716364,0.30587,0.531605,0.303818,4,0,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,single,128,8,120,0.4375,0.313791,0.225693,0.319665,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,32,32,0,,0.653921,0.653921,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,2,0,2,,0.521026,,0.521026,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.0818959,0.0818959,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,1,1,0,,0.810128,0.810128,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,6,0,6,,0.656121,,0.656121,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,14,0,14,,0.530172,,0.530172,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,8,8,0,,0.346905,0.346905,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,1,1,0,,0.902096,0.902096,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,7,5,2,0.9,0.560206,0.683675,0.251532,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,44,0,44,,0.506306,,0.506306,4,2,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.37413,0.37413,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=U,1,1,0,,0.891018,0.891018,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,11,11,0,,0.44171,0.44171,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.245881,0.245881,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,3,0,3,,0.377632,,0.377632,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,18,0,18,,0.444698,,0.444698,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,15,15,0,,0.726332,0.726332,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,21,0,21,,0.483198,,0.483198,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=U,1,1,0,,0.4869,0.4869,,2,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,4,4,0,,0.111178,0.111178,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,15,14,1,0,0.205683,0.167742,0.73686,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,5,5,0,,0.354956,0.354956,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,2,2,0,,0.347139,0.347139,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,7,0,7,,0.366096,,0.366096,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,21,0,21,,0.242057,,0.242057,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=S,4,0,4,,0.129955,,0.129955,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,20,20,0,,0.471163,0.471163,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.200851,0.200851,,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,3,3,0,,0.187226,0.187226,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,26,5,21,0.771429,0.289193,0.531605,0.231476,5,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,204,0,204,,0.256625,,0.256625,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=U,3,0,3,,0.267362,,0.267362,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,4,4,0,,0.075253,0.075253,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,7,4,3,0.5,0.296897,0.308786,0.281045,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.658631,0.658631,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,2,0,2,,0.418722,,0.418722,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,65,0,65,,0.286251,,0.286251,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,4,4,0,,0.406345,0.406345,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=R,2,2,0,,0.177633,0.177633,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,284,0,284,,0.316433,,0.316433,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,3,0,3,,0.570644,,0.570644,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,2,0,2,,0.720292,,0.720292,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,4,0,4,,0.381058,,0.381058,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,12,0,12,,0.560457,,0.560457,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,6,0,6,,0.457462,,0.457462,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=U,6,0,6,,0.568437,,0.568437,1,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=U|Cefepime=S,7,0,7,,0.44303,,0.44303,1,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden,0,542,21,521,0.686135,0.395813,0.555112,0.389392,4,0,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden,1,169,65,104,0.737426,0.469914,0.61986,0.376198,4,1,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden,2,45,30,15,0.72,0.586081,0.657406,0.44343,4,2,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden,3,69,19,50,0.818947,0.531409,0.763413,0.443247,3,3,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden,4,29,21,8,0.922619,0.44177,0.551149,0.15465,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden,5,32,32,0,,0.757928,0.757928,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,multi,175,102,73,0.76672,0.572033,0.686812,0.411658,4,2,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,none,542,21,521,0.686135,0.395813,0.555112,0.389392,4,0,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,single,169,65,104,0.737426,0.469914,0.61986,0.376198,4,1,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,32,32,0,,0.757928,0.757928,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.232934,0.232934,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,1,1,0,,0.915242,0.915242,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.613222,0.613222,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,6,6,0,,0.756304,0.756304,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,14,14,0,,0.607427,0.607427,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,8,8,0,,0.515035,0.515035,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.96486,0.96486,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,5,0,,0.771712,0.771712,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,1,1,0,,0.530293,0.530293,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.963016,0.963016,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,2,2,0,,0.462125,0.462125,,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,44,44,0,,0.667702,0.667702,,4,1,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,4,0,4,,0.194252,,0.194252,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,14,0,14,,0.209715,,0.209715,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,5,0,5,,0.516957,,0.516957,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,0.401684,,0.401684,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,1,0,1,,0.849164,,0.849164,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,7,0,7,,0.476965,,0.476965,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,21,0,21,,0.373941,,0.373941,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,4,0,4,,0.219003,,0.219003,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,20,0,20,,0.556905,,0.556905,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,2,0,2,,0.459467,,0.459467,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,3,0,3,,0.477064,,0.477064,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,0.587993,,0.587993,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,21,0,21,,0.316294,,0.316294,5,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,204,0,204,,0.375589,,0.375589,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,1,0,1,,0.234615,,0.234615,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,6,0,6,,0.534551,,0.534551,4,0,underpowered_low_n,do_not_overinterpret
